entry_time,exit_time,dir,pnl,result,exit_type,month,period
2025-03-12 16:00:00+00:00,2025-03-13 07:37:00+00:00,1,-127.97928571428372,loss,SL,2025-03,OOS
2025-03-13 08:00:00+00:00,2025-03-14 07:17:00+00:00,-1,-62.27839285714083,loss,SL,2025-03,OOS
2025-03-14 10:00:00+00:00,2025-03-14 11:00:00+00:00,1,30.52267857142965,win,HALF+SL,2025-03,OOS
2025-03-14 17:00:00+00:00,2025-03-14 17:08:00+00:00,1,19.111071428574178,win,HALF+SL,2025-03,OOS
2025-03-14 19:00:00+00:00,2025-03-14 19:14:00+00:00,1,-21.195892857144827,loss,SL,2025-03,OOS
2025-03-14 21:00:00+00:00,2025-03-17 07:55:00+00:00,1,76.04312499999253,win,HALF+TP,2025-03,OOS
2025-03-17 08:00:00+00:00,2025-03-17 15:30:00+00:00,1,-65.51464285714133,loss,SL,2025-03,OOS
2025-03-17 20:00:00+00:00,2025-03-18 05:44:00+00:00,1,115.57874999999456,win,HALF+TP,2025-03,OOS
2025-03-18 06:00:00+00:00,2025-03-18 19:48:00+00:00,1,-34.34267857143141,loss,SL,2025-03,OOS
2025-03-18 23:00:00+00:00,2025-03-19 05:25:00+00:00,1,21.400178571428796,win,HALF+SL,2025-03,OOS
2025-03-19 08:00:00+00:00,2025-03-19 10:01:00+00:00,1,25.620357142858552,win,HALF+SL,2025-03,OOS
2025-03-19 12:00:00+00:00,2025-03-19 21:39:00+00:00,1,-56.53053571427904,loss,SL,2025-03,OOS
2025-03-20 00:00:00+00:00,2025-03-24 16:58:00+00:00,-1,-154.09803571428426,loss,SL,2025-03,OOS
2025-03-24 17:00:00+00:00,2025-03-25 13:43:00+00:00,1,55.875892857145004,win,HALF+SL,2025-03,OOS
2025-03-25 16:00:00+00:00,2025-03-27 12:27:00+00:00,-1,-87.30000000000189,loss,SL,2025-03,OOS
2025-03-27 15:00:00+00:00,2025-03-27 15:20:00+00:00,1,-24.29464285714289,loss,SL,2025-03,OOS
2025-03-27 20:00:00+00:00,2025-03-28 10:27:00+00:00,1,-49.47874999999726,loss,SL,2025-03,OOS
2025-03-28 12:00:00+00:00,2025-03-28 16:04:00+00:00,1,19.383392857145054,win,HALF+SL,2025-03,OOS
2025-03-28 20:00:00+00:00,2025-03-31 02:05:00+00:00,-1,97.94562500000836,win,HALF+TP,2025-03,OOS
2025-03-31 04:00:00+00:00,2025-03-31 13:22:00+00:00,-1,37.83267857142789,win,HALF+SL,2025-03,OOS
2025-03-31 18:00:00+00:00,2025-03-31 18:47:00+00:00,-1,-42.64303571428627,loss,SL,2025-03,OOS
2025-03-31 20:00:00+00:00,2025-03-31 20:18:00+00:00,-1,-14.197321428571286,loss,SL,2025-03,OOS
2025-04-01 01:00:00+00:00,2025-04-01 02:17:00+00:00,-1,-15.541249999995443,loss,SL,2025-04,OOS
2025-04-01 04:00:00+00:00,2025-04-01 19:17:00+00:00,-1,60.874642857146455,win,HALF+SL,2025-04,OOS
2025-04-02 01:00:00+00:00,2025-04-02 10:13:00+00:00,1,15.105178571431566,win,HALF+SL,2025-04,OOS
2025-04-02 12:00:00+00:00,2025-04-02 17:03:00+00:00,-1,41.27678571428817,win,HALF+SL,2025-04,OOS
2025-04-02 21:00:00+00:00,2025-04-02 23:13:00+00:00,-1,14.690535714285602,win,HALF+SL,2025-04,OOS
2025-04-03 07:00:00+00:00,2025-04-03 16:21:00+00:00,-1,241.76249999999015,win,HALF+TP,2025-04,OOS
2025-04-03 18:00:00+00:00,2025-04-03 18:40:00+00:00,-1,-74.69821428571493,loss,SL,2025-04,OOS
2025-04-03 21:00:00+00:00,2025-04-03 22:14:00+00:00,-1,-43.03232142857212,loss,SL,2025-04,OOS
2025-04-03 23:00:00+00:00,2025-04-04 02:49:00+00:00,-1,34.15910714285815,win,HALF+SL,2025-04,OOS
2025-04-04 04:00:00+00:00,2025-04-04 18:01:00+00:00,-1,68.24000000000012,win,HALF+SL,2025-04,OOS
2025-04-04 22:00:00+00:00,2025-04-07 01:02:00+00:00,-1,224.14187500000082,win,HALF+TP,2025-04,OOS
2025-04-07 02:00:00+00:00,2025-04-07 03:57:00+00:00,-1,-64.12357142856706,loss,SL,2025-04,OOS
2025-04-07 08:00:00+00:00,2025-04-07 15:27:00+00:00,-1,-85.65535714286057,loss,SL,2025-04,OOS
2025-04-07 17:00:00+00:00,2025-04-07 17:23:00+00:00,1,76.69178571428859,win,HALF+SL,2025-04,OOS
2025-04-07 21:00:00+00:00,2025-04-07 22:13:00+00:00,1,-35.15035714285375,loss,SL,2025-04,OOS
2025-04-08 02:00:00+00:00,2025-04-08 03:00:00+00:00,1,-24.96964285714114,loss,SL,2025-04,OOS
2025-04-08 07:00:00+00:00,2025-04-08 10:00:00+00:00,1,-40.72232142856649,loss,SL,2025-04,OOS
2025-04-08 12:00:00+00:00,2025-04-08 17:01:00+00:00,-1,54.481964285716344,win,HALF+SL,2025-04,OOS
2025-04-08 20:00:00+00:00,2025-04-09 20:23:00+00:00,-1,129.75125000000105,win,HALF+SL,2025-04,OOS
2025-04-09 23:00:00+00:00,2025-04-10 03:28:00+00:00,1,-98.64089285714499,loss,SL,2025-04,OOS
2025-04-10 05:00:00+00:00,2025-04-10 07:28:00+00:00,1,-40.07910714285572,loss,SL,2025-04,OOS
2025-04-10 08:00:00+00:00,2025-04-10 09:47:00+00:00,-1,-37.38999999999919,loss,SL,2025-04,OOS
2025-04-10 11:00:00+00:00,2025-04-11 02:00:00+00:00,-1,328.99937500000647,win,HALF+TP,2025-04,OOS
2025-04-11 07:00:00+00:00,2025-04-11 09:02:00+00:00,-1,-62.694821428570435,loss,SL,2025-04,OOS
2025-04-11 12:00:00+00:00,2025-04-23 00:46:00+00:00,-1,192.60892857143403,win,HALF+SL,2025-04,OOS
2025-04-23 01:00:00+00:00,2025-04-28 17:41:00+00:00,1,121.11303571429062,win,HALF+SL,2025-04,OOS
2025-04-28 20:00:00+00:00,2025-05-01 06:38:00+00:00,-1,-133.59803571428301,loss,SL,2025-04,OOS
2025-05-01 08:00:00+00:00,2025-05-02 16:39:00+00:00,1,106.37553571428953,win,HALF+SL,2025-05,OOS
2025-05-02 18:00:00+00:00,2025-05-02 21:31:00+00:00,1,119.45812499999136,win,HALF+TP,2025-05,OOS
2025-05-02 22:00:00+00:00,2025-05-05 02:46:00+00:00,1,-50.740714285711874,loss,SL,2025-05,OOS
2025-05-05 04:00:00+00:00,2025-05-06 10:35:00+00:00,-1,190.93375000000776,win,HALF+TP,2025-05,OOS
2025-05-06 14:00:00+00:00,2025-05-07 01:08:00+00:00,-1,33.34339285714236,win,HALF+SL,2025-05,OOS
2025-05-07 03:00:00+00:00,2025-05-07 04:31:00+00:00,-1,26.635000000001696,win,HALF+SL,2025-05,OOS
2025-05-07 07:00:00+00:00,2025-05-07 07:46:00+00:00,-1,-15.657321428568594,loss,SL,2025-05,OOS
2025-05-07 09:00:00+00:00,2025-05-07 11:12:00+00:00,-1,-31.701428571426504,loss,SL,2025-05,OOS
2025-05-07 13:00:00+00:00,2025-05-07 17:08:00+00:00,-1,17.650535714290072,win,HALF+SL,2025-05,OOS
2025-05-07 20:00:00+00:00,2025-05-07 21:07:00+00:00,1,-39.79464285714016,loss,SL,2025-05,OOS
2025-05-08 02:00:00+00:00,2025-05-08 03:47:00+00:00,1,-20.45357142857256,loss,SL,2025-05,OOS
2025-05-08 06:00:00+00:00,2025-05-08 09:32:00+00:00,1,93.22937499999853,win,HALF+TP,2025-05,OOS
2025-05-08 10:00:00+00:00,2025-05-08 22:26:00+00:00,1,237.98749999999416,win,HALF+TP,2025-05,OOS
2025-05-09 00:00:00+00:00,2025-05-09 03:41:00+00:00,1,15.632321428569185,win,HALF+SL,2025-05,OOS
2025-05-09 05:00:00+00:00,2025-05-09 05:42:00+00:00,1,17.343928571432343,win,HALF+SL,2025-05,OOS
2025-05-09 12:00:00+00:00,2025-05-09 14:13:00+00:00,1,13.930892857140975,win,HALF+SL,2025-05,OOS
2025-05-09 16:00:00+00:00,2025-05-09 17:27:00+00:00,1,-41.292857142858,loss,SL,2025-05,OOS
2025-05-09 20:00:00+00:00,2025-05-12 10:01:00+00:00,1,191.26562500000261,win,HALF+TP,2025-05,OOS
2025-05-12 12:00:00+00:00,2025-05-15 09:46:00+00:00,1,-216.32160714285646,loss,SL,2025-05,OOS
2025-05-15 10:00:00+00:00,2025-05-15 15:50:00+00:00,-1,-65.05446428571418,loss,SL,2025-05,OOS
2025-05-15 22:00:00+00:00,2025-05-15 23:58:00+00:00,-1,12.293750000000614,win,HALF+SL,2025-05,OOS
2025-05-16 01:00:00+00:00,2025-05-16 02:40:00+00:00,-1,15.208928571431102,win,HALF+SL,2025-05,OOS
2025-05-16 04:00:00+00:00,2025-05-16 17:35:00+00:00,-1,-78.18428571428058,loss,SL,2025-05,OOS
2025-05-16 20:00:00+00:00,2025-05-19 00:00:00+00:00,-1,68.87125000000935,win,HALF+TP,2025-05,OOS
2025-05-19 02:00:00+00:00,2025-05-19 17:02:00+00:00,-1,35.10142857143137,win,HALF+SL,2025-05,OOS
2025-05-19 22:00:00+00:00,2025-05-20 02:41:00+00:00,-1,16.05750000000228,win,HALF+SL,2025-05,OOS
2025-05-20 09:00:00+00:00,2025-05-20 16:03:00+00:00,-1,-51.37017857142894,loss,SL,2025-05,OOS
2025-05-20 20:00:00+00:00,2025-05-21 01:12:00+00:00,-1,84.69312500000967,win,HALF+TP,2025-05,OOS
2025-05-21 03:00:00+00:00,2025-05-21 04:35:00+00:00,-1,20.553392857146946,win,HALF+SL,2025-05,OOS
2025-05-21 13:00:00+00:00,2025-05-21 20:27:00+00:00,-1,89.34249999999508,win,HALF+TP,2025-05,OOS
2025-05-21 21:00:00+00:00,2025-05-22 01:01:00+00:00,-1,-33.18374999999776,loss,SL,2025-05,OOS
2025-05-22 05:00:00+00:00,2025-05-22 11:45:00+00:00,-1,41.06196428571991,win,HALF+SL,2025-05,OOS
2025-05-22 15:00:00+00:00,2025-05-22 16:45:00+00:00,-1,-47.56160714285613,loss,SL,2025-05,OOS
2025-05-22 18:00:00+00:00,2025-05-22 18:08:00+00:00,-1,-25.888214285711797,loss,SL,2025-05,OOS
2025-05-22 22:00:00+00:00,2025-05-23 05:12:00+00:00,-1,79.12437500000635,win,HALF+TP,2025-05,OOS
2025-05-23 08:00:00+00:00,2025-05-27 09:55:00+00:00,-1,71.9573214285731,win,HALF+SL,2025-05,OOS
2025-05-27 20:00:00+00:00,2025-05-29 02:44:00+00:00,1,222.923125000014,win,HALF+TP,2025-05,OOS
2025-05-29 04:00:00+00:00,2025-05-29 15:17:00+00:00,1,-144.82553571428696,loss,SL,2025-05,OOS
2025-05-29 16:00:00+00:00,2025-05-30 17:52:00+00:00,-1,72.90107142857494,win,HALF+SL,2025-05,OOS
2025-05-30 23:00:00+00:00,2025-05-30 23:51:00+00:00,-1,-17.60749999999973,loss,SL,2025-05,OOS
2025-06-02 02:00:00+00:00,2025-06-02 04:27:00+00:00,-1,66.00749999999778,win,HALF+TP,2025-06,OOS
2025-06-02 07:00:00+00:00,2025-06-02 09:35:00+00:00,-1,50.75812500001007,win,HALF+TP,2025-06,OOS
2025-06-02 12:00:00+00:00,2025-06-03 17:00:00+00:00,-1,-80.27553571428712,loss,SL,2025-06,OOS
2025-06-03 22:00:00+00:00,2025-06-04 00:01:00+00:00,1,10.031964285715844,win,HALF+SL,2025-06,OOS
2025-06-04 04:00:00+00:00,2025-06-04 04:09:00+00:00,1,24.99071428571824,win,HALF+SL,2025-06,OOS
2025-06-04 06:00:00+00:00,2025-06-04 09:42:00+00:00,1,28.547142857146923,win,HALF+SL,2025-06,OOS
2025-06-04 12:00:00+00:00,2025-06-05 18:44:00+00:00,-1,56.575178571429774,win,HALF+SL,2025-06,OOS
2025-06-05 20:00:00+00:00,2025-06-12 13:28:00+00:00,1,83.25160714285857,win,HALF+SL,2025-06,OOS
2025-06-12 16:00:00+00:00,2025-06-12 18:04:00+00:00,-1,-54.27714285714558,loss,SL,2025-06,OOS
2025-06-12 21:00:00+00:00,2025-06-13 03:04:00+00:00,-1,82.06312500001332,win,HALF+TP,2025-06,OOS
2025-06-13 04:00:00+00:00,2025-06-13 08:26:00+00:00,-1,-78.34553571428273,loss,SL,2025-06,OOS
2025-06-13 13:00:00+00:00,2025-06-16 08:23:00+00:00,1,48.88053571429225,win,HALF+SL,2025-06,OOS
2025-06-16 10:00:00+00:00,2025-06-16 16:06:00+00:00,1,-30.40821428571121,loss,SL,2025-06,OOS
2025-06-16 21:00:00+00:00,2025-06-17 17:37:00+00:00,1,110.77437499999405,win,HALF+TP,2025-06,OOS
2025-06-17 22:00:00+00:00,2025-06-18 06:15:00+00:00,1,-28.949285714284656,loss,SL,2025-06,OOS
2025-06-18 11:00:00+00:00,2025-06-18 12:19:00+00:00,1,11.53803571428682,win,HALF+SL,2025-06,OOS
2025-06-18 15:00:00+00:00,2025-06-18 15:27:00+00:00,1,-7.8253571428547275,loss,SL,2025-06,OOS
2025-06-18 16:00:00+00:00,2025-06-18 21:48:00+00:00,-1,30.20285714285933,win,HALF+SL,2025-06,OOS
2025-06-19 08:00:00+00:00,2025-06-20 21:48:00+00:00,1,130.1643750000011,win,HALF+TP,2025-06,OOS
2025-06-23 04:00:00+00:00,2025-06-23 09:24:00+00:00,1,120.0631249999816,win,HALF+TP,2025-06,OOS
2025-06-23 11:00:00+00:00,2025-06-23 16:03:00+00:00,1,33.24517857143121,win,HALF+SL,2025-06,OOS
2025-06-24 01:00:00+00:00,2025-06-24 01:06:00+00:00,-1,27.780624999996917,win,HALF+TP,2025-06,OOS
2025-06-24 02:00:00+00:00,2025-06-24 09:22:00+00:00,-1,110.21125000000893,win,HALF+TP,2025-06,OOS
2025-06-24 12:00:00+00:00,2025-06-25 08:18:00+00:00,-1,35.005357142858884,win,HALF+SL,2025-06,OOS
2025-06-25 12:00:00+00:00,2025-06-25 19:03:00+00:00,1,26.464285714286007,win,HALF+SL,2025-06,OOS
2025-06-25 20:00:00+00:00,2025-06-26 10:50:00+00:00,-1,202.69062500000246,win,HALF+TP,2025-06,OOS
2025-06-26 12:00:00+00:00,2025-07-02 10:04:00+00:00,-1,110.4685714285722,win,HALF+SL,2025-06,OOS
2025-07-02 16:00:00+00:00,2025-07-03 06:52:00+00:00,-1,37.683928571431125,win,HALF+SL,2025-07,OOS
2025-07-03 08:00:00+00:00,2025-07-03 15:30:00+00:00,1,45.45232142857287,win,HALF+SL,2025-07,OOS
2025-07-03 16:00:00+00:00,2025-07-15 16:52:00+00:00,1,494.04562499999827,win,HALF+TP,2025-07,OOS
2025-07-15 20:00:00+00:00,2025-07-16 08:02:00+00:00,1,21.03267857143294,win,HALF+SL,2025-07,OOS
2025-07-16 11:00:00+00:00,2025-07-16 15:30:00+00:00,1,-29.997499999998922,loss,SL,2025-07,OOS
2025-07-16 20:00:00+00:00,2025-07-17 15:30:00+00:00,-1,-97.28142857142643,loss,SL,2025-07,OOS
2025-07-17 16:00:00+00:00,2025-07-18 16:20:00+00:00,1,-44.48053571428261,loss,SL,2025-07,OOS
2025-07-18 18:00:00+00:00,2025-07-21 00:00:00+00:00,1,31.642857142858816,win,HALF+SL,2025-07,OOS
2025-07-21 03:00:00+00:00,2025-07-21 09:31:00+00:00,-1,86.46187500000906,win,HALF+TP,2025-07,OOS
2025-07-21 12:00:00+00:00,2025-07-22 09:43:00+00:00,-1,72.09946428571925,win,HALF+SL,2025-07,OOS
2025-07-22 11:00:00+00:00,2025-07-22 15:45:00+00:00,-1,92.11937499999294,win,HALF+TP,2025-07,OOS
2025-07-22 23:00:00+00:00,2025-07-22 23:13:00+00:00,-1,-7.87017857142871,loss,SL,2025-07,OOS
2025-07-23 01:00:00+00:00,2025-07-23 01:30:00+00:00,-1,-10.65803571428603,loss,SL,2025-07,OOS
2025-07-23 10:00:00+00:00,2025-07-24 16:16:00+00:00,-1,39.71142857143093,win,HALF+SL,2025-07,OOS
2025-07-24 17:00:00+00:00,2025-07-24 18:11:00+00:00,-1,-36.996428571424644,loss,SL,2025-07,OOS
2025-07-24 20:00:00+00:00,2025-07-28 14:01:00+00:00,1,215.2206250000006,win,HALF+TP,2025-07,OOS
2025-07-28 20:00:00+00:00,2025-07-30 06:11:00+00:00,1,-62.03892857143103,loss,SL,2025-07,OOS
2025-07-30 09:00:00+00:00,2025-07-30 10:24:00+00:00,-1,16.33089285714391,win,HALF+SL,2025-07,OOS
2025-07-30 16:00:00+00:00,2025-08-01 15:46:00+00:00,1,110.76375000000098,win,HALF+SL,2025-07,OOS
2025-08-01 19:00:00+00:00,2025-08-01 22:30:00+00:00,-1,80.43562500000405,win,HALF+TP,2025-08,OOS
2025-08-01 23:00:00+00:00,2025-08-04 10:30:00+00:00,-1,-53.50392857142765,loss,SL,2025-08,OOS
2025-08-04 16:00:00+00:00,2025-08-11 22:26:00+00:00,-1,-99.95696428571534,loss,SL,2025-08,OOS
2025-08-12 04:00:00+00:00,2025-08-12 15:30:00+00:00,1,-48.5705357142848,loss,SL,2025-08,OOS
2025-08-12 16:00:00+00:00,2025-08-14 03:51:00+00:00,-1,187.41749999999797,win,HALF+TP,2025-08,OOS
2025-08-14 04:00:00+00:00,2025-08-14 18:04:00+00:00,-1,-88.89982142856923,loss,SL,2025-08,OOS
2025-08-14 21:00:00+00:00,2025-08-15 03:07:00+00:00,1,-22.550535714285047,loss,SL,2025-08,OOS
2025-08-15 04:00:00+00:00,2025-08-18 04:00:00+00:00,-1,55.88946428571546,win,HALF+SL,2025-08,OOS
2025-08-18 06:00:00+00:00,2025-08-18 10:08:00+00:00,1,-19.698928571426677,loss,SL,2025-08,OOS
2025-08-18 13:00:00+00:00,2025-08-18 16:22:00+00:00,1,64.77312499999641,win,HALF+TP,2025-08,OOS
2025-08-18 18:00:00+00:00,2025-08-18 20:13:00+00:00,1,-28.671428571428237,loss,SL,2025-08,OOS
2025-08-18 21:00:00+00:00,2025-08-19 03:27:00+00:00,1,16.610000000002856,win,HALF+SL,2025-08,OOS
2025-08-19 06:00:00+00:00,2025-08-19 09:28:00+00:00,1,-22.232142857143344,loss,SL,2025-08,OOS
2025-08-19 11:00:00+00:00,2025-08-19 20:11:00+00:00,1,-20.238928571433235,loss,SL,2025-08,OOS
2025-08-19 22:00:00+00:00,2025-08-20 03:04:00+00:00,1,33.241250000011746,win,HALF+TP,2025-08,OOS
2025-08-20 08:00:00+00:00,2025-08-20 09:07:00+00:00,1,-21.2501785714295,loss,SL,2025-08,OOS
2025-08-20 12:00:00+00:00,2025-08-20 15:55:00+00:00,-1,46.872500000009154,win,HALF+TP,2025-08,OOS
2025-08-20 16:00:00+00:00,2025-08-21 13:12:00+00:00,-1,-47.64767857142829,loss,SL,2025-08,OOS
2025-08-21 17:00:00+00:00,2025-08-22 02:20:00+00:00,1,86.82187500000964,win,HALF+TP,2025-08,OOS
2025-08-22 03:00:00+00:00,2025-08-22 06:56:00+00:00,1,42.22312499999248,win,HALF+TP,2025-08,OOS
2025-08-22 07:00:00+00:00,2025-08-22 09:43:00+00:00,1,-24.44892857142804,loss,SL,2025-08,OOS
2025-08-22 11:00:00+00:00,2025-08-22 17:00:00+00:00,1,-22.078035714287125,loss,SL,2025-08,OOS
2025-08-22 20:00:00+00:00,2025-08-22 22:11:00+00:00,-1,-23.57285714285524,loss,SL,2025-08,OOS
2025-08-25 00:00:00+00:00,2025-08-25 01:14:00+00:00,-1,9.28142857143257,win,HALF+SL,2025-08,OOS
2025-08-25 08:00:00+00:00,2025-08-25 18:40:00+00:00,-1,-37.06928571428705,loss,SL,2025-08,OOS
2025-08-25 20:00:00+00:00,2025-08-26 03:03:00+00:00,1,38.261071428573246,win,HALF+SL,2025-08,OOS
2025-08-26 08:00:00+00:00,2025-08-26 08:13:00+00:00,-1,-8.118571428573773,loss,SL,2025-08,OOS
2025-08-26 12:00:00+00:00,2025-08-27 03:15:00+00:00,-1,41.14107142857506,win,HALF+SL,2025-08,OOS
2025-08-27 04:00:00+00:00,2025-08-27 19:30:00+00:00,1,36.976250000003574,win,HALF+SL,2025-08,OOS
2025-08-27 20:00:00+00:00,2025-09-02 10:14:00+00:00,-1,-90.02035714285626,loss,SL,2025-08,OOS
2025-09-02 11:00:00+00:00,2025-09-04 04:35:00+00:00,1,-78.30964285714117,loss,SL,2025-09,OOS
2025-09-04 08:00:00+00:00,2025-09-05 03:52:00+00:00,1,51.561785714289954,win,HALF+SL,2025-09,OOS
2025-09-05 06:00:00+00:00,2025-09-05 15:07:00+00:00,1,-12.827142857142348,loss,SL,2025-09,OOS
2025-09-05 16:00:00+00:00,2025-09-08 01:38:00+00:00,-1,-104.642321428571,loss,SL,2025-09,OOS
2025-09-08 02:00:00+00:00,2025-09-08 09:51:00+00:00,1,-55.512499999997544,loss,SL,2025-09,OOS
2025-09-08 10:00:00+00:00,2025-09-09 08:59:00+00:00,-1,136.65312499999516,win,HALF+TP,2025-09,OOS
2025-09-09 12:00:00+00:00,2025-09-10 04:08:00+00:00,-1,-87.19214285714258,loss,SL,2025-09,OOS
2025-09-10 12:00:00+00:00,2025-09-10 15:30:00+00:00,1,-31.9598214285719,loss,SL,2025-09,OOS
2025-09-10 17:00:00+00:00,2025-09-11 09:01:00+00:00,-1,-34.18607142857013,loss,SL,2025-09,OOS
2025-09-11 12:00:00+00:00,2025-09-11 17:05:00+00:00,1,-59.49035714285742,loss,SL,2025-09,OOS
2025-09-11 22:00:00+00:00,2025-09-12 04:40:00+00:00,-1,-17.092142857143244,loss,SL,2025-09,OOS
2025-09-12 07:00:00+00:00,2025-09-12 08:33:00+00:00,1,6.272500000000036,win,HALF+SL,2025-09,OOS
2025-09-12 10:00:00+00:00,2025-09-12 10:18:00+00:00,1,-10.574285714281473,loss,SL,2025-09,OOS
2025-09-12 12:00:00+00:00,2025-09-16 05:19:00+00:00,1,-73.60732142857103,loss,SL,2025-09,OOS
2025-09-16 08:00:00+00:00,2025-09-17 21:08:00+00:00,-1,198.19875000001161,win,HALF+TP,2025-09,OOS
2025-09-18 03:00:00+00:00,2025-09-18 06:00:00+00:00,1,14.638214285716344,win,HALF+SL,2025-09,OOS
2025-09-18 07:00:00+00:00,2025-09-18 10:46:00+00:00,1,23.345357142858347,win,HALF+SL,2025-09,OOS
2025-09-18 12:00:00+00:00,2025-09-19 06:48:00+00:00,1,43.015357142857624,win,HALF+SL,2025-09,OOS
2025-09-19 10:00:00+00:00,2025-09-22 11:32:00+00:00,1,46.00857142857251,win,HALF+SL,2025-09,OOS
2025-09-22 13:00:00+00:00,2025-09-22 14:51:00+00:00,1,-10.479999999998313,loss,SL,2025-09,OOS
2025-09-22 16:00:00+00:00,2025-09-22 18:01:00+00:00,1,11.61303571428789,win,HALF+SL,2025-09,OOS
2025-09-22 22:00:00+00:00,2025-09-23 00:17:00+00:00,1,8.635714285716745,win,HALF+SL,2025-09,OOS
2025-09-23 06:00:00+00:00,2025-09-23 11:50:00+00:00,1,-21.70517857142329,loss,SL,2025-09,OOS
2025-09-23 13:00:00+00:00,2025-09-23 18:54:00+00:00,1,43.19687500000384,win,HALF+TP,2025-09,OOS
2025-09-23 20:00:00+00:00,2025-09-24 03:35:00+00:00,-1,17.46750000000077,win,HALF+SL,2025-09,OOS
2025-09-24 04:00:00+00:00,2025-09-24 15:49:00+00:00,1,123.91875000000141,win,HALF+TP,2025-09,OOS
2025-09-24 16:00:00+00:00,2025-09-25 16:53:00+00:00,1,108.043750000013,win,HALF+TP,2025-09,OOS
2025-09-25 22:00:00+00:00,2025-09-26 03:56:00+00:00,1,-19.118035714285497,loss,SL,2025-09,OOS
2025-09-26 05:00:00+00:00,2025-09-26 15:37:00+00:00,1,-22.43446428571474,loss,SL,2025-09,OOS
2025-09-26 19:00:00+00:00,2025-09-29 02:20:00+00:00,1,-12.124999999997499,loss,SL,2025-09,OOS
2025-09-29 04:00:00+00:00,2025-09-30 09:46:00+00:00,-1,152.7281250000101,win,HALF+TP,2025-09,OOS
2025-09-30 15:00:00+00:00,2025-09-30 17:00:00+00:00,-1,14.352857142856124,win,HALF+SL,2025-09,OOS
2025-09-30 18:00:00+00:00,2025-10-01 03:04:00+00:00,-1,-41.37357142857354,loss,SL,2025-09,OOS
2025-10-01 05:00:00+00:00,2025-10-01 09:43:00+00:00,-1,103.86124999999709,win,HALF+TP,2025-10,OOS
2025-10-01 14:00:00+00:00,2025-10-01 15:15:00+00:00,-1,21.13696428571359,win,HALF+SL,2025-10,OOS
2025-10-01 16:00:00+00:00,2025-10-01 18:17:00+00:00,-1,-36.33785714285693,loss,SL,2025-10,OOS
2025-10-01 22:00:00+00:00,2025-10-02 03:11:00+00:00,-1,-18.120714285714712,loss,SL,2025-10,OOS
2025-10-02 07:00:00+00:00,2025-10-02 08:04:00+00:00,-1,-13.96232142857059,loss,SL,2025-10,OOS
2025-10-03 01:00:00+00:00,2025-10-03 03:01:00+00:00,-1,9.070000000005507,win,HALF+SL,2025-10,OOS
2025-10-03 04:00:00+00:00,2025-10-03 11:44:00+00:00,1,32.72821428571717,win,HALF+SL,2025-10,OOS
2025-10-03 12:00:00+00:00,2025-10-06 00:00:00+00:00,-1,-55.98892857142914,loss,SL,2025-10,OOS
2025-10-06 02:00:00+00:00,2025-10-06 07:19:00+00:00,1,114.7875000000056,win,HALF+TP,2025-10,OOS
2025-10-06 08:00:00+00:00,2025-10-06 15:55:00+00:00,1,-55.70660714285509,loss,SL,2025-10,OOS
2025-10-06 17:00:00+00:00,2025-10-07 03:11:00+00:00,1,79.52062500000352,win,HALF+TP,2025-10,OOS
2025-10-07 04:00:00+00:00,2025-10-07 21:20:00+00:00,1,173.4737500000051,win,HALF+TP,2025-10,OOS
2025-10-08 03:00:00+00:00,2025-10-08 12:34:00+00:00,1,123.26249999999561,win,HALF+TP,2025-10,OOS
2025-10-08 17:00:00+00:00,2025-10-09 00:34:00+00:00,1,25.098035714287903,win,HALF+SL,2025-10,OOS
2025-10-09 03:00:00+00:00,2025-10-09 04:37:00+00:00,1,-28.380714285714248,loss,SL,2025-10,OOS
2025-10-09 07:00:00+00:00,2025-10-09 09:13:00+00:00,1,44.75749999997731,win,HALF+TP,2025-10,OOS
2025-10-09 12:00:00+00:00,2025-10-09 16:07:00+00:00,1,-47.0226785714317,loss,SL,2025-10,OOS
2025-10-09 19:00:00+00:00,2025-10-10 06:22:00+00:00,1,-23.671071428569235,loss,SL,2025-10,OOS
2025-10-10 08:00:00+00:00,2025-10-10 09:35:00+00:00,1,13.601964285714985,win,HALF+SL,2025-10,OOS
2025-10-10 13:00:00+00:00,2025-10-10 14:43:00+00:00,1,-23.63857142857171,loss,SL,2025-10,OOS
2025-10-10 16:00:00+00:00,2025-10-10 23:51:00+00:00,-1,165.816250000006,win,HALF+TP,2025-10,OOS
2025-10-13 04:00:00+00:00,2025-10-13 10:09:00+00:00,-1,-30.298214285713243,loss,SL,2025-10,OOS
2025-10-13 12:00:00+00:00,2025-10-14 09:00:00+00:00,1,-71.41321428571246,loss,SL,2025-10,OOS
2025-10-14 14:00:00+00:00,2025-10-15 04:18:00+00:00,-1,82.7268749999945,win,HALF+TP,2025-10,OOS
2025-10-15 09:00:00+00:00,2025-10-15 09:11:00+00:00,-1,33.764375000004065,win,HALF+TP,2025-10,OOS
2025-10-15 17:00:00+00:00,2025-10-16 19:32:00+00:00,-1,129.50812500000666,win,HALF+TP,2025-10,OOS
2025-10-16 20:00:00+00:00,2025-10-21 08:38:00+00:00,-1,-108.11696428571338,loss,SL,2025-10,OOS
2025-10-21 09:00:00+00:00,2025-10-27 08:14:00+00:00,1,240.42374999999936,win,HALF+TP,2025-10,OOS
